"B1_ALT_ID","B1_APP_TYPE_ALIAS","B1_FILE_DD","address","parcelNum","CO_Issued","CO_Date"
"BU2026-01857","Building Residential New","2026-06-11 00:00:00","1597 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815833720000","0",""
"BU2026-01858","Building Residential New","2026-06-11 00:00:00","5920 GRANBURY DR, AC# KANNAPOLIS, NC 28081","56039875170000","0",""
"BU2026-01859","Building Residential New","2026-06-11 00:00:00","5910 GRANBURY DR, AC# KANNAPOLIS, NC 28081","56039865960000","0",""
"BU2026-01860","Building Residential New","2026-06-11 00:00:00","5900 GRANBURY DR, AC# KANNAPOLIS, NC 28081","56039865760000","0",""
"BU2026-01861","Building Residential New","2026-06-11 00:00:00","5890 GRANBURY DR, AC# KANNAPOLIS, NC 28081","56039865560000","0",""
"BU2026-01862","Building Residential New","2026-06-11 00:00:00","5880 GRANBURY DR, AC# KANNAPOLIS, NC 28081","56039865260000","0",""
"BU2026-01849","Building Residential New","2026-06-10 00:00:00","2805 PINECLIFF DR KANNAPOLIS, NC 28027","46820362180000","0",""
"BU2026-01850","Building Residential New","2026-06-10 00:00:00","8390 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816257380000","0",""
"BU2026-01852","Building Residential New","2026-06-10 00:00:00","695 DOWNSHIRE ROAD NW RD NW CONCORD, NC 28027","46816238020000","0",""
"BU2026-01853","Building Residential New","2026-06-10 00:00:00","8372 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816287710000","0",""
"BU2026-01831","Building Residential New","2026-06-09 00:00:00","2943 ALVESTON DR NW, AC# CONCORD, NC 28027","56106908300000","0",""
"BU2026-01839","Building Residential New","2026-06-09 00:00:00","1593 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815843200000","0",""
"BU2026-01840","Building Residential New","2026-06-09 00:00:00","103 HIGH AVE SW, LT# CONCORD, NC 28025","56300405310000","0",""
"BU2026-01842","Building Residential New","2026-06-09 00:00:00","244 CEDAR DR NW CONCORD, NC 28025","56205762880000","0",""
"BU2026-01815","Building Residential New","2026-06-08 00:00:00","8368 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816297500000","0",""
"BU2026-01817","Building Residential New","2026-06-08 00:00:00","552 RAFFERTY HILL DRIVE NW DR NW CONCORD, NC 28027","46818217130000","0",""
"BU2026-01818","Building Residential New","2026-06-08 00:00:00","5450 S OAKMONT ST, AC# KANNAPOLIS, NC 28081","56034782050000","0",""
"BU2026-01820","Building Residential New","2026-06-08 00:00:00","8374 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816287030000","0",""
"BU2026-01826","Building Residential New","2026-06-08 00:00:00","59 PINE ST NW, LT# CONCORD, NC 28025","56206615830000","0",""
"BU2026-01829","Building Residential New","2026-06-08 00:00:00","910 W 8TH ST KANNAPOLIS, NC 28081","148 279","0",""
"BU2026-01800","Building Residential New","2026-06-05 00:00:00","550 S HALIFAX ST, AC# MT PLEASANT, NC 28124","56700432430000","0",""
"BU2026-01806","Building Residential New","2026-06-05 00:00:00","9550 TEAMWORK ST NW CONCORD, NC 28027","46813796630000","0",""
"BU2026-01807","Building Residential New","2026-06-05 00:00:00","9552 TEAMWORK ST NW CONCORD, NC 28027","46813796420000","0",""
"BU2026-01808","Building Residential New","2026-06-05 00:00:00","9554 TEAMWORK ST NW CONCORD, NC 28027","46813796210000","0",""
"BU2026-01809","Building Residential New","2026-06-05 00:00:00","9556 TEAMWORK ST NW CONCORD, NC 28027","46813786900000","0",""
"BU2026-01810","Building Residential New","2026-06-05 00:00:00","9558 TEAMWORK ST NW CONCORD, NC 28027","46813786700000","0",""
"BU2026-01813","Building Residential New","2026-06-05 00:00:00","8378 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816277340000","0",""
"BU2026-01797","Building Commercial New","2026-06-05 00:00:00","174 PATTERSON AVE SE, AC# CONCORD, NC 28025","56300971870000","0",""
"BU2026-01798","Building Commercial New","2026-06-05 00:00:00","205 SHANNON DR SW, LT# A CONCORD, NC 28025","56208319080000","0",""
"BU2026-01805","Building Commercial New","2026-06-05 00:00:00","182 PATTERSON AVE SE, AC# CONCORD, NC 28025","56300971870000","0",""
"BU2026-01764","Building Residential New","2026-06-04 00:00:00","7358 CHILDRESS DR SW CONCORD, NC 28025","55275146420000","0",""
"BU2026-01765","Building Residential New","2026-06-04 00:00:00","7356 CHILDRESS DR SW CONCORD, NC 28025","55275146620000","0",""
"BU2026-01766","Building Residential New","2026-06-04 00:00:00","7354 CHILDRESS DR SW CONCORD, NC 28025","55275146830000","0",""
"BU2026-01767","Building Residential New","2026-06-04 00:00:00","7352 CHILDRESS DR SW CONCORD, NC 28025","55275156030000","0",""
"BU2026-01768","Building Residential New","2026-06-04 00:00:00","9601 TEAMWORK ST NW CONCORD, NC 28027","46813744470000","0",""
"BU2026-01774","Building Residential New","2026-06-04 00:00:00","9605 TEAMWORK ST NW CONCORD, NC 28027","46813735870000","0",""
"BU2026-01776","Building Residential New","2026-06-04 00:00:00","1585 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815852140000","0",""
"BU2026-01777","Building Residential New","2026-06-04 00:00:00","1628 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815804380000","0",""
"BU2026-01778","Building Residential New","2026-06-04 00:00:00","1624 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815804890000","0",""
"BU2026-01779","Building Residential New","2026-06-04 00:00:00","1589 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815842670000","0",""
"BU2026-01780","Building Residential New","2026-06-04 00:00:00","9599 TEAMWORK ST NW CONCORD, NC 28027","46813744470000","0",""
"BU2026-01782","Building Residential New","2026-06-04 00:00:00","9603 TEAMWORK ST NW CONCORD, NC 28027","46813744470000","0",""
"BU2026-01783","Building Residential New","2026-06-04 00:00:00","9603 TEAMWORK ST NW CONCORD, NC 28027","46813744470000","0",""
"BU2026-01785","Building Residential New","2026-06-04 00:00:00","2125 GOLD HILL RD E, AC# MT PLEASANT, NC 28124","66020056720000","0",""
"BU2026-01790","Building Residential New","2026-06-04 00:00:00","902 W 8TH ST KANNAPOLIS, NC 28081","148 280","0",""
"BU2026-01733","Building Residential New","2026-06-03 00:00:00","8071 MIDAS LN, AC# LOCUST, NC 28097","55763629430000","0",""
"BU2026-01734","Building Residential New","2026-06-03 00:00:00","9335 MOSS PLANTATION AVE NW, AC# CONCORD, NC 28027","46815810880000","0",""
"BU2026-01740","Building Residential New","2026-06-03 00:00:00","1005 W B ST KANNAPOLIS, NC 28081","148 030","0",""
"BU2026-01741","Building Residential New","2026-06-03 00:00:00","906 W 8TH ST KANNAPOLIS, NC 28081","148 278","0",""
"BU2026-01743","Building Residential New","2026-06-03 00:00:00","7123 HALLMARK LN, AC# MT PLEASANT, NC 28124","56605645280000","0",""
"BU2026-01747","Building Residential New","2026-06-03 00:00:00","10231 RAINIER TRAIL DR NW HUNTERSVILLE, NC 28078","46718083630000","0",""
"BU2026-01748","Building Residential New","2026-06-03 00:00:00","10229 RAINIER TRAIL DR NW HUNTERSVILLE, NC 28078","46718083630000","0",""
"BU2026-01749","Building Residential New","2026-06-03 00:00:00","10233 RAINIER TRAIL DR NW HUNTERSVILLE, NC 28078","46718083630000","0",""
"BU2026-01750","Building Residential New","2026-06-03 00:00:00","129 KERR ST NW CONCORD, NC 28025","56205763880000","0",""
"BU2026-01752","Building Residential New","2026-06-03 00:00:00","8067 MIDAS LN, AC# LOCUST, NC 28097","55763629780000","0",""
"BU2026-01757","Building Residential New","2026-06-03 00:00:00","125 KERR ST NW CONCORD, NC 28025","56205773330000","0",""
"BU2026-01759","Building Residential New","2026-06-03 00:00:00","3470 CHAROLAIS LN, AC# HARRISBURG, NC 28075","55173457220000","0",""
"BU2026-01763","Building Residential New","2026-06-03 00:00:00","9597 TEAMWORK ST NW CONCORD, NC 28027","46813744470000","0",""
"BU2026-01713","Building Residential New","2026-06-02 00:00:00","50 BENELLI ST SW, AC# CONCORD, NC 28027","55096529970000","0",""
"BU2026-01715","Building Residential New","2026-06-02 00:00:00","48 BENELLI ST SW CONCORD, NC 28027","55096539090000","0",""
"BU2026-01716","Building Residential New","2026-06-02 00:00:00","46 BENELLI ST SW, AC# CONCORD, NC 28027","55096630110000","0",""
"BU2026-01719","Building Residential New","2026-06-02 00:00:00","7000 BIL MAR DR, AC# HARRISBURG, NC 28075","55174560400000","0",""
"BU2026-01723","Building Residential New","2026-06-02 00:00:00","3348 CHAROLAIS LN, AC# HARRISBURG, NC 28075","55174417000000","0",""
"BU2026-01724","Building Residential New","2026-06-02 00:00:00","3120 BALLENGER STREET ST KANNAPOLIS, NC 28027","46820238230000","0",""
"BU2026-01726","Building Residential New","2026-06-02 00:00:00","2775 PINECLIFF DRIVE DR KANNAPOLIS, NC 28027","46820374320000","0",""
"BU2026-01727","Building Residential New","2026-06-02 00:00:00","8063 MIDAS LN, AC# LOCUST, NC 28097","55763730040000","0",""
"BU2026-01697","Building Residential New","2026-06-01 00:00:00","54 BENELLI ST SW CONCORD, NC 28027","55096529830000","0",""
"BU2026-01698","Building Residential New","2026-06-01 00:00:00","52 BENELLI ST SW, AC# CONCORD, NC 28027","55096529950000","0",""
"BU2026-01702","Building Residential New","2026-06-01 00:00:00","9585 TEAMWORK ST NW CONCORD, NC 28027","46813754600000","0",""
"BU2026-01703","Building Residential New","2026-06-01 00:00:00","9589 TEAMWORK ST NW CONCORD, NC 28027","46813754220000","0",""
"BU2026-01704","Building Residential New","2026-06-01 00:00:00","9591 TEAMWORK ST NW CONCORD, NC 28027","46813754030000","0",""
"BU2026-01705","Building Residential New","2026-06-01 00:00:00","9587 TEAMWORK ST NW CONCORD, NC 28027","46813754410000","0",""
"BU2026-01706","Building Residential New","2026-06-01 00:00:00","9593 TEAMWORK ST NW CONCORD, NC 28027","46813744750000","0",""
"BU2026-01708","Building Residential New","2026-06-01 00:00:00","2703 GLENDALE AVE KANNAPOLIS, NC 28081","156 230","0",""
"BU2026-01709","Building Residential New","2026-06-01 00:00:00","2705 GLENDALE AVE KANNAPOLIS, NC 28081","156 414","0",""
"BU2026-01710","Building Residential New","2026-06-01 00:00:00","2707 GLENDALE AVE KANNAPOLIS, NC 28081","156 230","0",""
"BU2026-01673","Building Residential New","2026-05-29 00:00:00","175 ELWOOD ST, AC# KANNAPOLIS, NC 28081","56125897860000","0",""
"BU2026-01676","Building Residential New","2026-05-29 00:00:00","424 SAND DUNES DR KANNAPOLIS, NC 28081","154I088","0",""
"BU2026-01677","Building Residential New","2026-05-29 00:00:00","420 SAND DUNES DR KANNAPOLIS, NC 28081","154I089","0",""
"BU2026-01678","Building Residential New","2026-05-29 00:00:00","416 SAND DUNES DR KANNAPOLIS, NC 28081","154I090","0",""
"BU2026-01679","Building Residential New","2026-05-29 00:00:00","412 SAND DUNES DR KANNAPOLIS, NC 28081","154I091","0",""
"BU2026-01680","Building Residential New","2026-05-29 00:00:00","408 SAND DUNES DR KANNAPOLIS, NC 28081","154I092","0",""
"BU2026-01681","Building Residential New","2026-05-29 00:00:00","404 SAND DUNES DR KANNAPOLIS, NC 28081","154I093","0",""
"BU2026-01683","Building Residential New","2026-05-29 00:00:00","3454 CHAROLAIS LN HARRISBURG, NC 28075","55173467520000","0",""
"BU2026-01686","Building Residential New","2026-05-29 00:00:00","2785 PINECLIFF DRIVE DR KANNAPOLIS, NC 28027","46820363970000","0",""
"BU2026-01690","Building Residential New","2026-05-29 00:00:00","1803 JENNIE LINN ST KANNAPOLIS, NC 28083","56245055280000","0",""
"BU2026-01694","Building Residential New","2026-05-29 00:00:00","11145 AUBREY ELENA CT, AC# DAVIDSON, NC 28036","46724340090000","0",""
"BU2026-01657","Building Residential New","2026-05-28 00:00:00","469 FAITH DR SW, AC# CONCORD, NC 28027","55294740630000","0",""
"BU2026-01658","Building Residential New","2026-05-28 00:00:00","124 DUVAL ST NW CONCORD, NC 28025","56205762510000","0",""
"BU2026-01659","Building Residential New","2026-05-28 00:00:00","2780 PINECLIFF DRIVE DR KANNAPOLIS, NC 28027","46820354590000","0",""
"BU2026-01662","Building Residential New","2026-05-28 00:00:00","1745 PLAZA AVE KANNAPOLIS, NC 28081","159 026","0",""
"BU2026-01664","Building Residential New","2026-05-28 00:00:00","8382 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816267750000","0",""
"BU2026-01636","Building Residential New","2026-05-27 00:00:00","82 BENELLI ST SW CONCORD, NC 28027","55096526940000","0",""
"BU2026-01638","Building Residential New","2026-05-27 00:00:00","80 BENELLI ST SW, AC# CONCORD, NC 28027","55096526960000","0",""
"BU2026-01639","Building Residential New","2026-05-27 00:00:00","1581 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815852500000","0",""
"BU2026-01644","Building Residential New","2026-05-27 00:00:00","78 BENELLI ST SW, AC# CONCORD, NC 28027","55096526880000","0",""
"BU2026-01645","Building Residential New","2026-05-27 00:00:00","76 BENELLI ST SW, AC# CONCORD, NC 28027","55096527800000","0",""
"BU2026-01622","Building Residential New","2026-05-26 00:00:00","416 W 18TH ST KANNAPOLIS, NC 28081","154I053","0",""
"BU2026-01624","Building Residential New","2026-05-26 00:00:00","1636 GOSSAGE LN NW, AC# CONCORD, NC 28027","46814894350000","0",""
"BU2026-01627","Building Residential New","2026-05-26 00:00:00","2501 GLENWOOD ST A KANNAPOLIS, NC 28083","145A224","0",""
"BU2026-01633","Building Residential New","2026-05-26 00:00:00","127 SOFTWIND LN, AC# CONCORD, NC 28025","55381209800000","0",""
"BU2026-01630","Building Commercial New","2026-05-26 00:00:00","9530 WHIPPET WAY CONCORD, NC 28027","45894378080000","0",""
"BU2026-01605","Building Residential New","2026-05-22 00:00:00","68 BENELLI ST SW CONCORD, NC 28027","55096527790000","0",""
"BU2026-01606","Building Residential New","2026-05-22 00:00:00","66 BENELLI ST SW CONCORD, NC 28027","55096528710000","0",""
"BU2026-01607","Building Residential New","2026-05-22 00:00:00","64 BENELLI ST SW, AC# CONCORD, NC 28027","55096528630000","0",""
"BU2026-01608","Building Residential New","2026-05-22 00:00:00","1100 OKLAHOMA ST, LT# KANNAPOLIS, NC 28083","56222528530000","0",""
"BU2026-01609","Building Residential New","2026-05-22 00:00:00","62 BENELLI ST SW, AC# CONCORD, NC 28027","55096528650000","0",""
"BU2026-01610","Building Residential New","2026-05-22 00:00:00","8386 KNOCKANY ROAD NW RD NW CONCORD, NC 28027","46816267070000","0",""
"BU2026-01611","Building Residential New","2026-05-22 00:00:00","60 BENELLI ST SW CONCORD, NC 28027","55096528670000","0",""
"BU2026-01614","Building Residential New","2026-05-22 00:00:00","5105 HERON LN, LT# CONCORD, NC 28025","56505787070000","0",""
"BU2026-01618","Building Residential New","2026-05-22 00:00:00","294 HOUSTON ST NE, AC# CONCORD, NC 28025","56217147300000","0",""
"BU2026-01594","Building Residential New","2026-05-21 00:00:00","72 BENELLI ST SW CONCORD, NC 28027","55096527750000","0",""
"BU2026-01595","Building Residential New","2026-05-21 00:00:00","729 N SKYLAND DR, AC# MT PLEASANT, NC 28124","56700613020000","0",""
"BU2026-01597","Building Residential New","2026-05-21 00:00:00","70 BENELLI ST SW CONCORD, NC 28027","55096527770000","0",""
"BU2026-01603","Building Residential New","2026-05-21 00:00:00","2992 ALVESTON DR NW, AC# CONCORD, NC 28027","56105949370000","0",""
"BU2026-01575","Building Residential New","2026-05-20 00:00:00","422 W 18TH ST KANNAPOLIS, NC 28081","154I052","0",""
"BU2026-01576","Building Residential New","2026-05-20 00:00:00","2905 ATANDO RD, AC# CONCORD, NC 28025","55493592690000","0",""
"BU2026-01577","Building Residential New","2026-05-20 00:00:00","3221 TRAMORE DR HARRISBURG, NC 28075","55163163260000","0",""
"BU2026-01578","Building Residential New","2026-05-20 00:00:00","10306 KLUTTZ RD, AC# ROCKWELL, NC 28138","56831666670000","0",""
"BU2026-01581","Building Residential New","2026-05-20 00:00:00","3455 CHAROLAIS LN HARRISBURG, NC 28075","55173465440000","0",""
"BU2026-01587","Building Residential New","2026-05-20 00:00:00","96 BENELLI ST SW, AC# CONCORD, NC 28027","55096535010000","0",""
"BU2026-01588","Building Residential New","2026-05-20 00:00:00","94 BENELLI ST SW, AC# CONCORD, NC 28027","55096535030000","0",""
"BU2026-01589","Building Residential New","2026-05-20 00:00:00","92 BENELLI ST SW, AC# CONCORD, NC 28027","55096535050000","0",""
"BU2026-01590","Building Residential New","2026-05-20 00:00:00","90 BENELLI ST SW, AC# CONCORD, NC 28027","55096535070000","0",""
"BU2026-01591","Building Residential New","2026-05-20 00:00:00","88 BENELLI ST SW, AC# CONCORD, NC 28027","55096536000000","0",""
"BU2026-01556","Building Residential New","2026-05-19 00:00:00","9970 US HWY 601 S, AC# MIDLAND, NC 28107","55551909910000","0",""
"BU2026-01558","Building Residential New","2026-05-19 00:00:00","587 BUFORD ST NW CONCORD, NC 28025","56213236010000","0",""
"BU2026-01559","Building Residential New","2026-05-19 00:00:00","620 NUTGROVE DRIVE NW DR NW CONCORD, NC 28027","46816282150000","0",""
"BU2026-01561","Building Residential New","2026-05-19 00:00:00","212 BETHPAGE RD, AC# KANNAPOLIS, NC 28081","56134577710000","0",""
"BU2026-01562","Building Residential New","2026-05-19 00:00:00","1575 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815851860000","0",""
"BU2026-01563","Building Residential New","2026-05-19 00:00:00","608 NUTGROVE DRIVE NW DR NW CONCORD, NC 28027","46816292430000","0",""
"BU2026-01564","Building Residential New","2026-05-19 00:00:00","121 OAKDALE AVE SW, LT# CONCORD, NC 28027","55292594970000","0",""
"BU2026-01569","Building Residential New","2026-05-19 00:00:00","3633 MUDDY CREEK RD MIDLAND, NC 28107","55447877190000","0",""
"BU2026-01560","Building Commercial New","2026-05-19 00:00:00","150 CONCORD COMMONS PL SW, AC# CONCORD, NC 28027","56106037550000","0",""
"BU2026-01572","Building Commercial New","2026-05-19 00:00:00","130 DUTCH RD MT PLEASANT, NC 28124","56709212100000","0",""
"BU2026-01542","Building Residential New","2026-05-18 00:00:00","3140 LAVENDER LN KANNAPOLIS, NC 28083","158B053","0",""
"BU2026-01544","Building Residential New","2026-05-18 00:00:00","380 OLD SPEEDWAY DR NW CONCORD, NC 28027","56009886870000","0",""
"BU2026-01545","Building Residential New","2026-05-18 00:00:00","587 BUFORD ST NW CONCORD, NC 28025","56213236010000","0",""
"BU2026-01548","Building Residential New","2026-05-18 00:00:00","410 W 18TH ST KANNAPOLIS, NC 28081","154I054","0",""
"BU2026-01549","Building Residential New","2026-05-18 00:00:00","1345 WINGED WAY KANNAPOLIS, NC 28083","158B005","0",""
"BU2026-01526","Building Residential New","2026-05-15 00:00:00","902 VERMONT ST, AC# KANNAPOLIS, NC 28083","56221562260000","0",""
"BU2026-01532","Building Residential New","2026-05-15 00:00:00","4177 WINDY RD CONCORD, NC 28027","46834058750000","0",""
"BU2026-01529","Building Commercial New","2026-05-15 00:00:00","7711 GATEWAY LN NW CONCORD, NC 28027","45990283440000","0",""
"BU2026-01509","Building Residential New","2026-05-14 00:00:00","1632 GOSSAGE LN NW, AC# CONCORD, NC 28027","46814894870000","0",""
"BU2026-01510","Building Residential New","2026-05-14 00:00:00","8051 MIDAS LN, AC# LOCUST, NC 28097","55763732900000","0",""
"BU2026-01513","Building Residential New","2026-05-14 00:00:00","8059 MIDAS LN, AC# LOCUST, NC 28097","55763730390000","0",""
"BU2026-01516","Building Residential New","2026-05-14 00:00:00","612 NUTGROVE DR NW CONCORD, NC 28027","46816282840000","0",""
"BU2026-01517","Building Residential New","2026-05-14 00:00:00","3518 MUDDY CREEK RD MIDLAND, NC 28107","55447728710000","0",""
"BU2026-01519","Building Residential New","2026-05-14 00:00:00","604 NUTGROVE DRIVE NW DR NW CONCORD, NC 28027","46817202020000","0",""
"BU2026-01496","Building Residential New","2026-05-13 00:00:00","9538 TEAMWORK ST NW CONCORD, NC 28027","46814706870000","0",""
"BU2026-01497","Building Residential New","2026-05-13 00:00:00","9540 TEAMWORK ST NW CONCORD, NC 28027","46814706560000","0",""
"BU2026-01498","Building Residential New","2026-05-13 00:00:00","9542 TEAMWORK ST NW CONCORD, NC 28027","46814706350000","0",""
"BU2026-01499","Building Residential New","2026-05-13 00:00:00","9544 TEAMWORK ST NW CONCORD, NC 28027","46814706150000","0",""
"BU2026-01500","Building Residential New","2026-05-13 00:00:00","9546 TEAMWORK ST NW CONCORD, NC 28027","46813796940000","0",""
"BU2026-01502","Building Residential New","2026-05-13 00:00:00","3447 CHAROLAIS LN HARRISBURG, NC 28075","55173475050000","0",""
"BU2026-01504","Building Residential New","2026-05-13 00:00:00","1165 ROSEWOOD AVE KANNAPOLIS, NC 28081","56133257910000","0",""
"BU2026-01507","Building Residential New","2026-05-13 00:00:00","8055 MIDAS LN, AC# LOCUST, NC 28097","55763731640000","0",""
"BU2026-01476","Building Residential New","2026-05-12 00:00:00","1347 ODELL SCHOOL RD CONCORD, NC 28027","46815685720000","0",""
"BU2026-01479","Building Residential New","2026-05-12 00:00:00","4314 BLACK CT, AC# HARRISBURG, NC 28075","55079920030000","0",""
"BU2026-01480","Building Residential New","2026-05-12 00:00:00","630 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I236","0",""
"BU2026-01487","Building Residential New","2026-05-12 00:00:00","612 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I233","0",""
"BU2026-01489","Building Residential New","2026-05-12 00:00:00","4308 BLACK CT HARRISBURG, NC 28075","55079920220000","0",""
"BU2026-01490","Building Residential New","2026-05-12 00:00:00","618 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I234","0",""
"BU2026-01492","Building Residential New","2026-05-12 00:00:00","4302 BLACK CT, AC# HARRISBURG, NC 28075","55079920410000","0",""
"BU2026-01493","Building Residential New","2026-05-12 00:00:00","624 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I235","0",""
"BU2026-01494","Building Residential New","2026-05-12 00:00:00","2504 PENNSYLVANIA AVE, LT# KANNAPOLIS, NC 28083","56221623680000","0",""
"BU2026-01455","Building Residential New","2026-05-11 00:00:00","637 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I223","0",""
"BU2026-01456","Building Residential New","2026-05-11 00:00:00","73 LAKE DR NW CONCORD, NC 28027","56210111590000","0",""
"BU2026-01457","Building Residential New","2026-05-11 00:00:00","625 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I225","0",""
"BU2026-01458","Building Residential New","2026-05-11 00:00:00","2501 GLENWOOD ST B KANNAPOLIS, NC 28083","145A225","0",""
"BU2026-01459","Building Residential New","2026-05-11 00:00:00","1407 WILDWOOD DR, AC# KANNAPOLIS, NC 28081","56133037250000","0",""
"BU2026-01460","Building Residential New","2026-05-11 00:00:00","683 DOWNSHIRE ROAD NW RD NW CONCORD, NC 28027","46816226890000","0",""
"BU2026-01462","Building Residential New","2026-05-11 00:00:00","4338 BLACK CT, AC# HARRISBURG, NC 28075","55079910260000","0",""
"BU2026-01464","Building Residential New","2026-05-11 00:00:00","4332 BLACK CT, AC# HARRISBURG, NC 28075","55079910550000","0",""
"BU2026-01467","Building Residential New","2026-05-11 00:00:00","1609 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815823640000","0",""
"BU2026-01472","Building Residential New","2026-05-11 00:00:00","4326 BLACK CT HARRISBURG, NC 28075","55079910640000","0",""
"BU2026-01473","Building Residential New","2026-05-11 00:00:00","4320 BLACK CT HARRISBURG, NC 28075","55079910830000","0",""
"BU2026-01465","Building Commercial New","2026-05-11 00:00:00","4001 STOUGH RD 200 CONCORD, NC 28027","55196068140000","0",""
"BU2026-01438","Building Residential New","2026-05-08 00:00:00","15030 DEER HOLLOW DR GOLD HILL, NC 28071","66025851110000","0",""
"BU2026-01441","Building Residential New","2026-05-08 00:00:00","8360 ASHVALE STREET NW ST NW CONCORD, NC 28027","46817204260000","0",""
"BU2026-01446","Building Residential New","2026-05-08 00:00:00","146 STACYBROOK DR SE, AC# CONCORD, NC 28025","56307698200000","0",""
"BU2026-01447","Building Residential New","2026-05-08 00:00:00","631 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I224","0",""
"BU2026-01421","Building Residential New","2026-05-07 00:00:00","3641 MUDDY CREEK RD MIDLAND, NC 28107","55447878630000","0",""
"BU2026-01426","Building Residential New","2026-05-07 00:00:00","2568 CORNELIUS PL NW, AC# CONCORD, NC 28027","56116210510000","0",""
"BU2026-01427","Building Residential New","2026-05-07 00:00:00","4230 GRADY LN, AC# CONCORD, NC 28025","56538104470000","0",""
"BU2026-01430","Building Residential New","2026-05-07 00:00:00","682 DOWNSHIRE ROAD NW RD NW CONCORD, NC 28027","46816246540000","0",""
"BU2026-01432","Building Residential New","2026-05-07 00:00:00","679 DOWNSHIRE ROAD NW RD NW CONCORD, NC 28027","46816226630000","0",""
"BU2026-01431","Building Commercial New","2026-05-07 00:00:00","211 W 18TH ST KANNAPOLIS, NC 28081","159 005","0",""
"BU2026-01403","Building Residential New","2026-05-06 00:00:00","103 SWINK ST SW CONCORD, NC 28027","56204164500000","0",""
"BU2026-01406","Building Residential New","2026-05-06 00:00:00","678 DOWNSHIRE ROAD NW RD NW CONCORD, NC 28027","46816245480000","0",""
"BU2026-01409","Building Residential New","2026-05-06 00:00:00","11060 REED MINE RD MIDLAND, NC 28107","55652646110000","0",""
"BU2026-01383","Building Residential New","2026-05-05 00:00:00","2725 PINECLIFF DRIVE DR KANNAPOLIS, NC 28027","46820339660000","0",""
"BU2026-01392","Building Residential New","2026-05-05 00:00:00","2790 PINECLIFF DRIVE DR KANNAPOLIS, NC 28027","46820354140000","0",""
"BU2026-01397","Building Residential New","2026-05-05 00:00:00","3534 MUDDY CREEK RD MIDLAND, NC 28107","55447739730000","0",""
"BU2026-01398","Building Residential New","2026-05-05 00:00:00","3574 MUDDY CREEK RD MIDLAND, NC 28107","55447863600000","0",""
"BU2026-01351","Building Residential New","2026-05-04 00:00:00","1615 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815823150000","0",""
"BU2026-01353","Building Residential New","2026-05-04 00:00:00","397 W 18TH ST KANNAPOLIS, NC 28081","154I031","0",""
"BU2026-01355","Building Residential New","2026-05-04 00:00:00","601 HOT SPRINGS DR KANNAPOLIS, NC 28081","154I230","0",""
"BU2026-01358","Building Residential New","2026-05-04 00:00:00","1603 GOSSAGE LN NW, AC# CONCORD, NC 28027","46815833230000","0",""
"BU2026-01359","Building Residential New","2026-05-04 00:00:00","9559 CLARKES MEADOW PL NW CONCORD, NC 28027","45894911090000","0",""
"BU2026-01360","Building Residential New","2026-05-04 00:00:00","404 W 18TH ST KANNAPOLIS, NC 28081","154I055","0",""
"BU2026-01362","Building Residential New","2026-05-04 00:00:00","2711 YEAGER DRIVE NW DR NW CONCORD, NC 28027","56107403340000","0",""
"BU2026-01363","Building Residential New","2026-05-04 00:00:00","2709 YEAGER DR NW CONCORD, NC 28027","56107403650000","0",""
"BU2026-01364","Building Residential New","2026-05-04 00:00:00","2707 YEAGER DR NW CONCORD, NC 28027","56107403860000","0",""
"BU2026-01365","Building Residential New","2026-05-04 00:00:00","2705 YEAGER DR NW CONCORD, NC 28027","56107413060000","0",""
"BU2026-01366","Building Residential New","2026-05-04 00:00:00","2703 YEAGER DR NW CONCORD, NC 28027","56107413270000","0",""
"BU2026-01367","Building Residential New","2026-05-04 00:00:00","2701 YEAGER DR NW, AC# CONCORD, NC 28027","56107413570000","0",""
"BU2026-01369","Building Residential New","2026-05-04 00:00:00","656 NUTGROVE DRIVE NW DR NW CONCORD, NC 28027","46816275580000","0",""
"BU2026-01370","Building Residential New","2026-05-04 00:00:00","3145 LAVENDER LN KANNAPOLIS, NC 28083","158B023","0",""
